Датасет,Модель,Тип атаки,ε (доля),Профиль защиты,F1_base,F1_prot,F1_std,ASR_prot,removal_rate,time_ratio,I_score
MNIST,RF,Targeted_LF,0.2000,lf,0.9586,0.9302,0.0051,,0.2000,0.3752,0.7131
MNIST,RF,Targeted_LF,0.2500,auto,0.9586,0.9019,0.0062,,0.2500,0.3255,0.7112
MNIST,RF,Targeted_LF,0.2500,lf,0.9586,0.9019,0.0062,,0.2500,0.3585,0.7046
MNIST,RF,Targeted_LF,0.3000,auto,0.9586,0.8567,0.0105,,0.3000,0.2812,0.7013
MNIST,RF,Targeted_LF,0.3000,lf,0.9586,0.8567,0.0105,,0.3000,0.2766,0.7022
SMS_Spam,GB,Backdoor,0.0100,auto,0.9113,0.9038,0.0090,0.990062,0.0101,0.0865,0.3834
SMS_Spam,GB,Backdoor,0.0100,backdoor,0.9113,0.9038,0.0090,0.990062,0.0101,0.2613,0.3484
SMS_Spam,GB,Backdoor,0.0500,auto,0.9113,0.8950,0.0063,0.996273,0.0500,0.1897,0.3564
SMS_Spam,GB,Backdoor,0.0500,backdoor,0.9113,0.8950,0.0063,0.996273,0.0500,0.0678,0.3808
SMS_Spam,GB,Backdoor,0.1000,auto,0.9113,0.8913,0.0079,0.997308,0.1001,0.2333,0.3456
SMS_Spam,GB,Backdoor,0.1000,backdoor,0.9113,0.8913,0.0079,0.997308,0.1001,0.2284,0.3466
SMS_Spam,GB,Backdoor,0.1500,auto,0.9113,0.8856,0.0116,0.999172,0.1501,0.1915,0.3507
SMS_Spam,GB,Backdoor,0.1500,backdoor,0.9113,0.8856,0.0116,0.999172,0.1501,0.1754,0.3539
SMS_Spam,GB,Backdoor,0.2000,auto,0.9113,0.8836,0.0095,1.0,0.2001,0.1167,0.3645
SMS_Spam,GB,Backdoor,0.2000,backdoor,0.9113,0.8836,0.0095,1.0,0.2001,0.1124,0.3654
SMS_Spam,GB,Backdoor,0.2500,auto,0.9113,0.8832,0.0174,1.0,0.2502,0.0490,0.3779
SMS_Spam,GB,Backdoor,0.2500,backdoor,0.9113,0.8832,0.0174,1.0,0.2502,0.0995,0.3678
SMS_Spam,GB,Backdoor,0.3000,auto,0.9113,0.8760,0.0263,1.0,0.3000,-0.0024,0.3850
SMS_Spam,GB,Backdoor,0.3000,backdoor,0.9113,0.8760,0.0263,1.0,0.3000,0.0224,0.3800
SMS_Spam,GB,Random_LF,0.0100,auto,0.9113,0.9105,0.0131,,0.0101,0.3443,0.7308
SMS_Spam,GB,Random_LF,0.0100,lf,0.9113,0.9105,0.0131,,0.0101,0.5197,0.6957
SMS_Spam,GB,Random_LF,0.0500,auto,0.9113,0.9014,0.0126,,0.0501,0.2912,0.7374
SMS_Spam,GB,Random_LF,0.0500,lf,0.9113,0.9014,0.0126,,0.0501,0.3616,0.7234
SMS_Spam,GB,Random_LF,0.1000,auto,0.9113,0.8976,0.0091,,0.1001,0.4322,0.7075
SMS_Spam,GB,Random_LF,0.1000,lf,0.9113,0.8976,0.0091,,0.1001,0.1566,0.7627
SMS_Spam,GB,Random_LF,0.1500,auto,0.9113,0.8772,0.0173,,0.1502,0.0470,0.7757
SMS_Spam,GB,Random_LF,0.1500,lf,0.9113,0.8772,0.0173,,0.1502,0.1859,0.7479
SMS_Spam,GB,Random_LF,0.2000,auto,0.9113,0.8684,0.0117,,0.2001,0.2385,0.7334
SMS_Spam,GB,Random_LF,0.2000,lf,0.9113,0.8684,0.0117,,0.2001,0.0954,0.7621
SMS_Spam,GB,Random_LF,0.2500,auto,0.9113,0.8448,0.0102,,0.2502,0.1231,0.7462
SMS_Spam,GB,Random_LF,0.2500,lf,0.9113,0.8448,0.0102,,0.2502,0.0608,0.7586
SMS_Spam,GB,Random_LF,0.3000,auto,0.9113,0.7826,0.0168,,0.3000,0.0103,0.7415
SMS_Spam,GB,Random_LF,0.3000,lf,0.9113,0.7826,0.0168,,0.3000,0.0204,0.7394
SMS_Spam,GB,Targeted_LF,0.0100,auto,0.9113,0.9131,0.0106,,0.0101,0.3950,0.7218
SMS_Spam,GB,Targeted_LF,0.0100,lf,0.9113,0.9131,0.0106,,0.0101,0.3843,0.7239
SMS_Spam,GB,Targeted_LF,0.0500,auto,0.9113,0.9137,0.0100,,0.0501,0.2976,0.7416
SMS_Spam,GB,Targeted_LF,0.0500,lf,0.9113,0.9137,0.0100,,0.0501,0.3094,0.7392
SMS_Spam,GB,Targeted_LF,0.1000,auto,0.9113,0.9150,0.0084,,0.1001,0.2331,0.7550
SMS_Spam,GB,Targeted_LF,0.1000,lf,0.9113,0.9150,0.0084,,0.1001,0.2197,0.7577
SMS_Spam,GB,Targeted_LF,0.1500,auto,0.9113,0.9120,0.0103,,0.1502,0.1851,0.7633
SMS_Spam,GB,Targeted_LF,0.1500,lf,0.9113,0.9120,0.0103,,0.1502,0.1586,0.7686
SMS_Spam,GB,Targeted_LF,0.2000,auto,0.9113,0.9037,0.0106,,0.2001,0.1271,0.7712
SMS_Spam,GB,Targeted_LF,0.2000,lf,0.9113,0.9037,0.0106,,0.2001,0.1362,0.7694
SMS_Spam,GB,Targeted_LF,0.2500,auto,0.9113,0.9017,0.0135,,0.2502,0.0626,0.7833
SMS_Spam,GB,Targeted_LF,0.2500,lf,0.9113,0.9017,0.0135,,0.2502,0.0773,0.7803
SMS_Spam,GB,Targeted_LF,0.3000,auto,0.9113,0.8913,0.0183,,0.3000,0.0164,0.7879
SMS_Spam,GB,Targeted_LF,0.3000,lf,0.9113,0.8913,0.0183,,0.3000,-0.0046,0.7921
SMS_Spam,LR,Backdoor,0.0100,auto,0.9537,0.9377,0.0124,0.256522,0.0101,0.4269,0.6053
SMS_Spam,LR,Backdoor,0.0100,backdoor,0.9537,0.9377,0.0124,0.256522,0.0101,0.9925,0.4922
SMS_Spam,LR,Backdoor,0.0500,auto,0.9537,0.9244,0.0166,0.61677,0.0500,0.3649,0.4680
SMS_Spam,LR,Backdoor,0.0500,backdoor,0.9537,0.9244,0.0166,0.61677,0.0500,0.9085,0.3593
SMS_Spam,LR,Backdoor,0.1000,auto,0.9537,0.9220,0.0269,0.816977,0.1001,0.9355,0.2728
SMS_Spam,LR,Backdoor,0.1000,backdoor,0.9537,0.9220,0.0269,0.816977,0.1001,0.9349,0.2730
SMS_Spam,LR,Backdoor,0.1500,auto,0.9537,0.9199,0.0217,0.880952,0.1501,0.4993,0.3336
SMS_Spam,LR,Backdoor,0.1500,backdoor,0.9537,0.9199,0.0217,0.880952,0.1501,0.7702,0.2794
SMS_Spam,LR,Backdoor,0.2000,auto,0.9537,0.9040,0.0279,0.909938,0.2001,0.3824,0.3387
SMS_Spam,LR,Backdoor,0.2000,backdoor,0.9537,0.9040,0.0279,0.909938,0.2001,0.6395,0.2873
SMS_Spam,LR,Backdoor,0.2500,auto,0.9537,0.9021,0.0384,0.942857,0.2502,1.0345,0.1943
SMS_Spam,LR,Backdoor,0.2500,backdoor,0.9537,0.9021,0.0384,0.942857,0.2502,1.2412,0.1530
SMS_Spam,LR,Backdoor,0.3000,auto,0.9537,0.9019,0.0441,0.96294,0.3000,1.2318,0.1467
SMS_Spam,LR,Backdoor,0.3000,backdoor,0.9537,0.9019,0.0441,0.96294,0.3000,0.7162,0.2499
SMS_Spam,LR,Random_LF,0.0100,auto,0.9537,0.9158,0.0068,,0.0101,0.9000,0.6041
SMS_Spam,LR,Random_LF,0.0100,lf,0.9537,0.9158,0.0068,,0.0101,0.8616,0.6118
SMS_Spam,LR,Random_LF,0.0500,auto,0.9537,0.8966,0.0111,,0.0501,1.1481,0.5464
SMS_Spam,LR,Random_LF,0.0500,lf,0.9537,0.8966,0.0111,,0.0501,0.6877,0.6385
SMS_Spam,LR,Random_LF,0.1000,auto,0.9537,0.8688,0.0211,,0.1001,1.4448,0.4754
SMS_Spam,LR,Random_LF,0.1000,lf,0.9537,0.8688,0.0211,,0.1001,1.0364,0.5571
SMS_Spam,LR,Random_LF,0.1500,auto,0.9537,0.8399,0.0166,,0.1502,1.3131,0.4896
SMS_Spam,LR,Random_LF,0.1500,lf,0.9537,0.8399,0.0166,,0.1502,2.1051,0.3312
SMS_Spam,LR,Random_LF,0.2000,auto,0.9537,0.7971,0.0107,,0.2001,1.2267,0.4890
SMS_Spam,LR,Random_LF,0.2000,lf,0.9537,0.7971,0.0107,,0.2001,1.7390,0.3865
SMS_Spam,LR,Random_LF,0.2500,auto,0.9537,0.7433,0.0043,,0.2502,1.8455,0.3427
SMS_Spam,LR,Random_LF,0.2500,lf,0.9537,0.7433,0.0043,,0.2502,1.7856,0.3546
SMS_Spam,LR,Random_LF,0.3000,auto,0.9537,0.6796,0.0103,,0.3000,1.9685,0.2913
SMS_Spam,LR,Random_LF,0.3000,lf,0.9537,0.6796,0.0103,,0.3000,1.9759,0.2899
SMS_Spam,LR,Targeted_LF,0.0100,auto,0.9537,0.9157,0.0046,,0.0101,0.8945,0.6052
SMS_Spam,LR,Targeted_LF,0.0100,lf,0.9537,0.9157,0.0046,,0.0101,0.9046,0.6032
SMS_Spam,LR,Targeted_LF,0.0500,auto,0.9537,0.9105,0.0110,,0.0501,0.9256,0.5968
SMS_Spam,LR,Targeted_LF,0.0500,lf,0.9537,0.9105,0.0110,,0.0501,1.2429,0.5333
SMS_Spam,LR,Targeted_LF,0.1000,auto,0.9537,0.8851,0.0147,,0.1001,0.9809,0.5750
SMS_Spam,LR,Targeted_LF,0.1000,lf,0.9537,0.8851,0.0147,,0.1001,1.2348,0.5243
SMS_Spam,LR,Targeted_LF,0.1500,auto,0.9537,0.8661,0.0135,,0.1502,0.8294,0.5974
SMS_Spam,LR,Targeted_LF,0.1500,lf,0.9537,0.8661,0.0135,,0.1502,1.2630,0.5107
SMS_Spam,LR,Targeted_LF,0.2000,auto,0.9537,0.8250,0.0107,,0.2001,0.8083,0.5844
SMS_Spam,LR,Targeted_LF,0.2000,lf,0.9537,0.8250,0.0107,,0.2001,1.0764,0.5308
SMS_Spam,LR,Targeted_LF,0.2500,auto,0.9537,0.7663,0.0139,,0.2502,0.9655,0.5283
SMS_Spam,LR,Targeted_LF,0.2500,lf,0.9537,0.7663,0.0139,,0.2502,0.7106,0.5793
SMS_Spam,LR,Targeted_LF,0.3000,auto,0.9537,0.7169,0.0125,,0.3000,1.0682,0.4870
SMS_Spam,LR,Targeted_LF,0.3000,lf,0.9537,0.7169,0.0125,,0.3000,0.9329,0.5141
SMS_Spam,RF,Backdoor,0.0100,auto,0.9527,0.9539,0.0128,0.997516,0.0101,0.4615,0.3092
SMS_Spam,RF,Backdoor,0.0100,backdoor,0.9527,0.9539,0.0128,0.997516,0.0101,0.4778,0.3059
SMS_Spam,RF,Backdoor,0.0500,auto,0.9527,0.9496,0.0093,1.0,0.0500,0.4710,0.3045
SMS_Spam,RF,Backdoor,0.0500,backdoor,0.9527,0.9496,0.0093,1.0,0.0500,0.3080,0.3371
SMS_Spam,RF,Backdoor,0.1000,auto,0.9527,0.9480,0.0120,1.0,0.1001,0.2648,0.3451
SMS_Spam,RF,Backdoor,0.1000,backdoor,0.9527,0.9480,0.0120,1.0,0.1001,0.3163,0.3348
SMS_Spam,RF,Backdoor,0.1500,auto,0.9527,0.9490,0.0112,1.0,0.1501,0.2098,0.3565
SMS_Spam,RF,Backdoor,0.1500,backdoor,0.9527,0.9490,0.0112,1.0,0.1501,0.2439,0.3497
SMS_Spam,RF,Backdoor,0.2000,auto,0.9527,0.9425,0.0119,1.0,0.2001,0.1563,0.3645
SMS_Spam,RF,Backdoor,0.2000,backdoor,0.9527,0.9425,0.0119,1.0,0.2001,0.1632,0.3631
SMS_Spam,RF,Backdoor,0.2500,auto,0.9527,0.9381,0.0128,1.0,0.2502,0.1312,0.3677
SMS_Spam,RF,Backdoor,0.2500,backdoor,0.9527,0.9381,0.0128,1.0,0.2502,0.1279,0.3683
SMS_Spam,RF,Backdoor,0.3000,auto,0.9527,0.9341,0.0209,1.0,0.3000,0.1091,0.3704
SMS_Spam,RF,Backdoor,0.3000,backdoor,0.9527,0.9341,0.0209,1.0,0.3000,0.0664,0.3789
SMS_Spam,RF,Random_LF,0.0100,auto,0.9527,0.9534,0.0056,,0.0101,0.2302,0.7543
SMS_Spam,RF,Random_LF,0.0100,lf,0.9527,0.9534,0.0056,,0.0101,0.1875,0.7628
SMS_Spam,RF,Random_LF,0.0500,auto,0.9527,0.9368,0.0097,,0.0501,0.0717,0.7790
SMS_Spam,RF,Random_LF,0.0500,lf,0.9527,0.9368,0.0097,,0.0501,0.0702,0.7793
SMS_Spam,RF,Random_LF,0.1000,auto,0.9527,0.9204,0.0112,,0.1001,0.0074,0.7850
SMS_Spam,RF,Random_LF,0.1000,lf,0.9527,0.9204,0.0112,,0.1001,0.0800,0.7705
SMS_Spam,RF,Random_LF,0.1500,auto,0.9527,0.8916,0.0230,,0.1502,0.0790,0.7586
SMS_Spam,RF,Random_LF,0.1500,lf,0.9527,0.8916,0.0230,,0.1502,0.0442,0.7655
SMS_Spam,RF,Random_LF,0.2000,auto,0.9527,0.8642,0.0143,,0.2001,-0.0578,0.7744
SMS_Spam,RF,Random_LF,0.2000,lf,0.9527,0.8642,0.0143,,0.2001,-0.0397,0.7708
SMS_Spam,RF,Random_LF,0.2500,auto,0.9527,0.8277,0.0057,,0.2502,-0.0864,0.7648
SMS_Spam,RF,Random_LF,0.2500,lf,0.9527,0.8277,0.0057,,0.2502,-0.0578,0.7591
SMS_Spam,RF,Random_LF,0.3000,auto,0.9527,0.7704,0.0159,,0.3000,-0.1296,0.7494
SMS_Spam,RF,Random_LF,0.3000,lf,0.9527,0.7704,0.0159,,0.3000,-0.1037,0.7442
SMS_Spam,RF,Targeted_LF,0.0100,auto,0.9527,0.9551,0.0077,,0.0101,0.3367,0.7337
SMS_Spam,RF,Targeted_LF,0.0100,lf,0.9527,0.9551,0.0077,,0.0101,0.3212,0.7368
SMS_Spam,RF,Targeted_LF,0.0500,auto,0.9527,0.9467,0.0105,,0.0501,0.1716,0.7632
SMS_Spam,RF,Targeted_LF,0.0500,lf,0.9527,0.9467,0.0105,,0.0501,0.1552,0.7665
SMS_Spam,RF,Targeted_LF,0.1000,auto,0.9527,0.9338,0.0106,,0.1001,0.0612,0.7799
SMS_Spam,RF,Targeted_LF,0.1000,lf,0.9527,0.9338,0.0106,,0.1001,0.0722,0.7777
SMS_Spam,RF,Targeted_LF,0.1500,auto,0.9527,0.9205,0.0105,,0.1502,0.0116,0.7842
SMS_Spam,RF,Targeted_LF,0.1500,lf,0.9527,0.9205,0.0105,,0.1502,0.0198,0.7825
SMS_Spam,RF,Targeted_LF,0.2000,auto,0.9527,0.8981,0.0133,,0.2001,-0.0128,0.7797
SMS_Spam,RF,Targeted_LF,0.2000,lf,0.9527,0.8981,0.0133,,0.2001,-0.0454,0.7862
SMS_Spam,RF,Targeted_LF,0.2500,auto,0.9527,0.8730,0.0169,,0.2502,-0.0559,0.7778
SMS_Spam,RF,Targeted_LF,0.2500,lf,0.9527,0.8730,0.0169,,0.2502,-0.0554,0.7776
SMS_Spam,RF,Targeted_LF,0.3000,auto,0.9527,0.8320,0.0197,,0.3000,-0.1222,0.7738
SMS_Spam,RF,Targeted_LF,0.3000,lf,0.9527,0.8320,0.0197,,0.3000,-0.0717,0.7637
UNSW-NB15,GB,Backdoor,0.0100,auto,1.0000,0.9993,,1.0,0.0100,,0.2933
UNSW-NB15,GB,Backdoor,0.0100,backdoor,1.0000,0.9993,,1.0,0.0100,,0.2870
UNSW-NB15,GB,Backdoor,0.0500,auto,1.0000,0.9989,,0.9988,0.0500,,0.2548
UNSW-NB15,GB,Backdoor,0.0500,backdoor,1.0000,0.9989,,0.9988,0.0500,,0.3198
UNSW-NB15,GB,Backdoor,0.1000,auto,1.0000,0.9975,,1.0,0.1000,,0.3209
UNSW-NB15,GB,Backdoor,0.1000,backdoor,1.0000,0.9975,,1.0,0.1000,,0.3461
UNSW-NB15,GB,Backdoor,0.1500,auto,1.0000,0.9950,,1.0,0.1500,,0.3474
UNSW-NB15,GB,Backdoor,0.1500,backdoor,1.0000,0.9950,,1.0,0.1500,,0.3069
UNSW-NB15,GB,Backdoor,0.2000,auto,1.0000,0.9972,,1.0,0.2000,,0.3839
UNSW-NB15,GB,Backdoor,0.2000,backdoor,1.0000,0.9972,,1.0,0.2000,,0.3043
UNSW-NB15,GB,Backdoor,0.2500,auto,1.0000,0.9942,,1.0,0.2500,,0.3721
UNSW-NB15,GB,Backdoor,0.2500,backdoor,1.0000,0.9942,,1.0,0.2500,,0.3410
UNSW-NB15,GB,Backdoor,0.3000,auto,1.0000,0.9945,,1.0,0.3000,,0.3639
UNSW-NB15,GB,Backdoor,0.3000,backdoor,1.0000,0.9945,,1.0,0.3000,,0.3509
UNSW-NB15,GB,Random_LF,0.0100,auto,1.0000,0.9996,,,0.0100,,0.6510
UNSW-NB15,GB,Random_LF,0.0100,lf,1.0000,0.9996,,,0.0100,,0.6821
UNSW-NB15,GB,Random_LF,0.0500,auto,1.0000,0.9996,,,0.0500,,0.6547
UNSW-NB15,GB,Random_LF,0.0500,lf,1.0000,0.9996,,,0.0500,,0.6441
UNSW-NB15,GB,Random_LF,0.1000,auto,1.0000,0.9980,,,0.1000,,0.6711
UNSW-NB15,GB,Random_LF,0.1000,lf,1.0000,0.9980,,,0.1000,,0.6861
UNSW-NB15,GB,Random_LF,0.1500,auto,1.0000,0.9978,,,0.1500,,0.6915
UNSW-NB15,GB,Random_LF,0.1500,lf,1.0000,0.9978,,,0.1500,,0.6960
UNSW-NB15,GB,Random_LF,0.2000,auto,1.0000,0.9954,,,0.2000,,0.7389
UNSW-NB15,GB,Random_LF,0.2000,lf,1.0000,0.9954,,,0.2000,,0.7101
UNSW-NB15,GB,Random_LF,0.2500,auto,1.0000,0.9940,,,0.2500,,0.7809
UNSW-NB15,GB,Random_LF,0.2500,lf,1.0000,0.9940,,,0.2500,,0.7788
UNSW-NB15,GB,Random_LF,0.3000,auto,1.0000,0.9871,,,0.3000,,0.7984
UNSW-NB15,GB,Random_LF,0.3000,lf,1.0000,0.9871,,,0.3000,,0.7816
UNSW-NB15,GB,Targeted_LF,0.0100,auto,1.0000,0.9999,,,0.0100,,0.5920
UNSW-NB15,GB,Targeted_LF,0.0100,lf,1.0000,0.9999,,,0.0100,,0.6156
UNSW-NB15,GB,Targeted_LF,0.0500,auto,1.0000,0.9984,,,0.0500,,0.6932
UNSW-NB15,GB,Targeted_LF,0.0500,lf,1.0000,0.9984,,,0.0500,,0.6896
UNSW-NB15,GB,Targeted_LF,0.1000,auto,1.0000,0.9994,,,0.1000,,0.7180
UNSW-NB15,GB,Targeted_LF,0.1000,lf,1.0000,0.9994,,,0.1000,,0.6266
UNSW-NB15,GB,Targeted_LF,0.1500,auto,1.0000,0.9992,,,0.1500,,0.6531
UNSW-NB15,GB,Targeted_LF,0.1500,lf,1.0000,0.9993,0.0008,,0.1500,0.4602,0.7077
UNSW-NB15,GB,Targeted_LF,0.2000,auto,1.0000,0.9997,0.0006,,0.2000,0.3959,0.7207
UNSW-NB15,GB,Targeted_LF,0.2000,lf,1.0000,0.9997,0.0006,,0.2000,0.3242,0.7351
UNSW-NB15,GB,Targeted_LF,0.2500,auto,1.0000,0.9938,0.0044,,0.2500,0.3176,0.7340
UNSW-NB15,GB,Targeted_LF,0.2500,lf,1.0000,0.9938,0.0044,,0.2500,0.3202,0.7335
UNSW-NB15,GB,Targeted_LF,0.3000,auto,1.0000,0.9913,0.0054,,0.3000,0.2875,0.7390
UNSW-NB15,GB,Targeted_LF,0.3000,lf,1.0000,0.9913,0.0054,,0.3000,0.2102,0.7545
UNSW-NB15,LR,Backdoor,0.0100,auto,0.9889,0.9870,,0.9165,0.0100,,0.3277
UNSW-NB15,LR,Backdoor,0.0100,backdoor,0.9889,0.9870,,0.9165,0.0100,,0.3016
UNSW-NB15,LR,Backdoor,0.0500,auto,0.9889,0.9843,,0.9548,0.0500,,0.2938
UNSW-NB15,LR,Backdoor,0.0500,backdoor,0.9889,0.9843,,0.9548,0.0500,,0.3124
UNSW-NB15,LR,Backdoor,0.1000,auto,0.9889,0.9827,,0.9755,0.1000,,0.3488
UNSW-NB15,LR,Backdoor,0.1000,backdoor,0.9889,0.9827,,0.9755,0.1000,,0.3164
UNSW-NB15,LR,Backdoor,0.1500,auto,0.9889,0.9800,,0.9805,0.1500,,0.4348
UNSW-NB15,LR,Backdoor,0.1500,backdoor,0.9889,0.9800,,0.9805,0.1500,,0.4578
UNSW-NB15,LR,Backdoor,0.2000,auto,0.9889,0.9808,,0.9794,0.2000,,0.4199
UNSW-NB15,LR,Backdoor,0.2000,backdoor,0.9889,0.9808,,0.9794,0.2000,,0.4571
UNSW-NB15,LR,Backdoor,0.2500,auto,0.9889,0.9778,,0.9821,0.2500,,0.4091
UNSW-NB15,LR,Backdoor,0.2500,backdoor,0.9889,0.9778,,0.9821,0.2500,,0.4753
UNSW-NB15,LR,Backdoor,0.3000,auto,0.9889,0.9776,,0.9775,0.3000,,0.4576
UNSW-NB15,LR,Backdoor,0.3000,backdoor,0.9889,0.9776,,0.9775,0.3000,,0.4610
UNSW-NB15,LR,Random_LF,0.0100,auto,0.9889,0.9885,,,0.0100,,0.3539
UNSW-NB15,LR,Random_LF,0.0100,lf,0.9889,0.9885,,,0.0100,,0.4083
UNSW-NB15,LR,Random_LF,0.0500,auto,0.9889,0.9848,,,0.0500,,0.3529
UNSW-NB15,LR,Random_LF,0.0500,lf,0.9889,0.9848,,,0.0500,,0.3817
UNSW-NB15,LR,Random_LF,0.1000,auto,0.9889,0.9814,,,0.1000,,0.5006
UNSW-NB15,LR,Random_LF,0.1000,lf,0.9889,0.9814,,,0.1000,,0.5055
UNSW-NB15,LR,Random_LF,0.1500,auto,0.9889,0.9771,,,0.1500,,0.4646
UNSW-NB15,LR,Random_LF,0.1500,lf,0.9889,0.9771,,,0.1500,,0.4396
UNSW-NB15,LR,Random_LF,0.2000,auto,0.9889,0.9731,,,0.2000,,0.5467
UNSW-NB15,LR,Random_LF,0.2000,lf,0.9889,0.9731,,,0.2000,,0.5183
UNSW-NB15,LR,Random_LF,0.2500,auto,0.9889,0.9684,,,0.2500,,0.5099
UNSW-NB15,LR,Random_LF,0.2500,lf,0.9889,0.9684,,,0.2500,,0.5075
UNSW-NB15,LR,Random_LF,0.3000,auto,0.9889,0.9650,,,0.3000,,0.4789
UNSW-NB15,LR,Random_LF,0.3000,lf,0.9889,0.9650,,,0.3000,,0.4481
UNSW-NB15,LR,Targeted_LF,0.0100,auto,0.9889,0.9888,,,0.0100,,0.4328
UNSW-NB15,LR,Targeted_LF,0.0100,lf,0.9889,0.9888,,,0.0100,,0.4327
UNSW-NB15,LR,Targeted_LF,0.0500,auto,0.9889,0.9859,,,0.0500,,0.4201
UNSW-NB15,LR,Targeted_LF,0.0500,lf,0.9889,0.9859,,,0.0500,,0.4766
UNSW-NB15,LR,Targeted_LF,0.1000,auto,0.9889,0.9849,,,0.1000,,0.6418
UNSW-NB15,LR,Targeted_LF,0.1000,lf,0.9889,0.9849,,,0.1000,,0.6445
UNSW-NB15,LR,Targeted_LF,0.1500,auto,0.9889,0.9843,,,0.1500,,0.6519
UNSW-NB15,LR,Targeted_LF,0.1500,lf,0.9889,0.9842,0.0015,,0.1500,1.4029,0.5175
UNSW-NB15,LR,Targeted_LF,0.2000,auto,0.9889,0.9827,0.0020,,0.2000,0.6536,0.6668
UNSW-NB15,LR,Targeted_LF,0.2000,lf,0.9889,0.9827,0.0020,,0.2000,0.9911,0.5993
UNSW-NB15,LR,Targeted_LF,0.2500,auto,0.9889,0.9766,0.0062,,0.2500,0.9057,0.6139
UNSW-NB15,LR,Targeted_LF,0.2500,lf,0.9889,0.9766,0.0062,,0.2500,0.5807,0.6789
UNSW-NB15,LR,Targeted_LF,0.3000,auto,0.9889,0.9675,0.0078,,0.3000,0.6400,0.6633
UNSW-NB15,LR,Targeted_LF,0.3000,lf,0.9889,0.9675,0.0078,,0.3000,1.0337,0.5846
UNSW-NB15,RF,Backdoor,0.0100,auto,1.0000,1.0000,,0.978,0.0100,,0.2313
UNSW-NB15,RF,Backdoor,0.0100,backdoor,1.0000,1.0000,,0.978,0.0100,,0.2551
UNSW-NB15,RF,Backdoor,0.0500,auto,1.0000,1.0000,,0.9908,0.0500,,0.1987
UNSW-NB15,RF,Backdoor,0.0500,backdoor,1.0000,1.0000,,0.9908,0.0500,,0.1911
UNSW-NB15,RF,Backdoor,0.1000,auto,1.0000,1.0000,,0.9978,0.1000,,0.1673
UNSW-NB15,RF,Backdoor,0.1000,backdoor,1.0000,1.0000,,0.9978,0.1000,,0.2685
UNSW-NB15,RF,Backdoor,0.1500,auto,1.0000,0.9998,,0.9996,0.1500,,0.2526
UNSW-NB15,RF,Backdoor,0.1500,backdoor,1.0000,0.9998,,0.9996,0.1500,,0.2284
UNSW-NB15,RF,Backdoor,0.2000,auto,1.0000,0.9996,,0.9992,0.2000,,0.2007
UNSW-NB15,RF,Backdoor,0.2000,backdoor,1.0000,0.9996,,0.9992,0.2000,,0.2041
UNSW-NB15,RF,Backdoor,0.2500,auto,1.0000,0.9996,,0.9995,0.2500,,0.2428
UNSW-NB15,RF,Backdoor,0.2500,backdoor,1.0000,0.9996,,0.9995,0.2500,,0.2789
UNSW-NB15,RF,Backdoor,0.3000,auto,1.0000,0.9989,,0.9997,0.3000,,0.2816
UNSW-NB15,RF,Backdoor,0.3000,backdoor,1.0000,0.9989,,0.9997,0.3000,,0.2624
UNSW-NB15,RF,Random_LF,0.0100,auto,1.0000,0.9976,,,0.0100,,0.6359
UNSW-NB15,RF,Random_LF,0.0100,lf,1.0000,0.9976,,,0.0100,,0.6357
UNSW-NB15,RF,Random_LF,0.0500,auto,1.0000,0.9901,,,0.0500,,0.6866
UNSW-NB15,RF,Random_LF,0.0500,lf,1.0000,0.9901,,,0.0500,,0.6721
UNSW-NB15,RF,Random_LF,0.1000,auto,1.0000,0.9788,,,0.1000,,0.7080
UNSW-NB15,RF,Random_LF,0.1000,lf,1.0000,0.9788,,,0.1000,,0.6994
UNSW-NB15,RF,Random_LF,0.1500,auto,1.0000,0.9615,,,0.1500,,0.7298
UNSW-NB15,RF,Random_LF,0.1500,lf,1.0000,0.9615,,,0.1500,,0.7215
UNSW-NB15,RF,Random_LF,0.2000,auto,1.0000,0.9446,,,0.2000,,0.7086
UNSW-NB15,RF,Random_LF,0.2000,lf,1.0000,0.9446,,,0.2000,,0.7395
UNSW-NB15,RF,Random_LF,0.2500,auto,1.0000,0.9108,,,0.2500,,0.7194
UNSW-NB15,RF,Random_LF,0.2500,lf,1.0000,0.9108,,,0.2500,,0.7027
UNSW-NB15,RF,Random_LF,0.3000,auto,1.0000,0.8629,,,0.3000,,0.7012
UNSW-NB15,RF,Random_LF,0.3000,lf,1.0000,0.8629,,,0.3000,,0.6998
UNSW-NB15,RF,Targeted_LF,0.0100,auto,1.0000,0.9998,,,0.0100,,0.5972
UNSW-NB15,RF,Targeted_LF,0.0100,lf,1.0000,0.9998,,,0.0100,,0.5899
UNSW-NB15,RF,Targeted_LF,0.0500,auto,1.0000,0.9990,,,0.0500,,0.6516
UNSW-NB15,RF,Targeted_LF,0.0500,lf,1.0000,0.9990,,,0.0500,,0.6497
UNSW-NB15,RF,Targeted_LF,0.1000,auto,1.0000,0.9955,,,0.1000,,0.6639
UNSW-NB15,RF,Targeted_LF,0.1000,lf,1.0000,0.9955,,,0.1000,,0.6890
UNSW-NB15,RF,Targeted_LF,0.1500,auto,1.0000,0.9934,,,0.1500,,0.7027
UNSW-NB15,RF,Targeted_LF,0.1500,lf,1.0000,0.9900,0.0034,,0.1500,0.4926,0.6975
